CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat,Class
convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,paths,poisonous
flat,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,poisonous
flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,edible
flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods,edible
bell,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves,edible
convex,smooth,white,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,poisonous
convex,scaly,cinnamon,False,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
convex,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,edible
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,woods,poisonous
knobbed,scaly,red,True,none,free,close,broad,red,enlarging,Missing[],smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste,edible
bell,fibrous,white,False,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,False,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,edible
convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,woods,poisonous
flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods,edible
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,smooth,white,False,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses,poisonous
convex,fibrous,gray,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods,poisonous
convex,smooth,brown,True,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
bell,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,edible
bell,scaly,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,edible
flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods,edible
bell,scaly,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,edible
flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,gray,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,poisonous
flat,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,smooth,brown,False,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,woods,edible
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods,edible
sunken,fibrous,brown,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,edible
flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods,edible
flat,fibrous,cinnamon,False,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,edible
convex,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,edible
convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods,edible
flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,grasses,poisonous
convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods,edible
convex,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
flat,smooth,gray,True,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban,poisonous
knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,smooth,white,True,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,poisonous
convex,scaly,brown,False,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,edible
flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods,edible
knobbed,fibrous,white,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
flat,smooth,white,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,woods,edible
flat,fibrous,brown,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,edible
flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,woods,edible
knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,edible
convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods,edible
knobbed,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,edible
flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses,poisonous
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,edible
bell,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,edible
flat,fibrous,white,False,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,edible
knobbed,smooth,gray,False,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,woods,poisonous
convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,fibrous,brown,False,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,edible
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths,poisonous
knobbed,fibrous,white,False,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,poisonous
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,woods,poisonous
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods,edible
flat,smooth,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
knobbed,fibrous,gray,False,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,edible
bell,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,edible
flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,woods,poisonous
flat,smooth,brown,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,woods,poisonous
convex,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,edible
convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,grasses,poisonous
convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods,edible
convex,scaly,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,poisonous
flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
flat,smooth,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
knobbed,fibrous,white,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,scaly,red,True,none,free,close,broad,red,enlarging,Missing[],smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste,edible
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,white,True,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,poisonous
